index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Long-term fund suitability ratio (A),0.09424972527338689,0.23070061479144358,0.0937601963788854,0.09627313478996796,0.09601956824120363,0.07508211170738592,0.18272527897785362,0.18199710701869795,0.2491326885858921,0.1841047576706822,0.05852273767414867,-0.004898039060939237,-0.003562919705601694,-0.190994366065102,0.12291573275573542,0.2631967915350671,0.2633454199287176,0.26329264128695107,0.252505451388626,0.0058868447427037575,0.21226692661170773,0.16344108457879356,0.255948777536607,0.038755935216973576,0.04465016277894649,0.04937227481590197,0.05150024348923925,0.04642394238453267,0.0003554912777442692,0.1700288830978969,0.04233765467353572,-0.03033340379301745,0.42872727495632434,0.3974629392105711,-0.1161509213515065,-0.2669778872355306,-0.2666714620241852,0.2666714620241852,1.0,-0.40268688464131697,0.1010114433708266,0.16261408378573286,0.2553670249258878,0.08949338405942309,0.26359496785551023,-0.002167866233048683,0.006427935392772499,-0.049172383824527904,0.12213341762993955,0.1173095393057348,0.41747555687223936,0.2650574782286744,-0.6384367213306505,0.5742755701670151,0.5012213439001687,0.5399104488524413,0.354074997173593,0.4038600379912079,0.3037047054068046,-0.0588958595739345,0.05258246903404219,-0.04308386335274437,0.11330653279412407,0.3791765109551766,0.5801579223387621,-0.12846963183643745,-0.4129032628776194,0.267096610891315,0.20663827599301135,0.14887709649590797,0.07258992155035031,-0.04062309652419035,0.401840040092058,-0.09896046522083181,0.11756910836195589,-0.9523514627158068,0.3791765109551766,-0.12846963183643745,-0.4026029929900398,0.13480561689643197,0.13747105997023332,-0.003938458075541411,0.12967217148335228,-0.4287246652121442,,0.25459659844868,-0.0783863985936821,0.2672523144503329,0.09626796714981954,0.2287131634623415,-0.2592558271396284,-0.09369941676587357,-0.12955016302124367,,0.26666298689403106
Borrowing dependency,-0.3158746004161912,-0.34134030535768073,-0.3136719595702146,-0.3634142929055596,-0.3627187162590907,-0.2609889649241159,-0.3535240399160715,-0.34988969188363583,-0.3281906296419304,-0.347503818506044,0.05271062445769849,-0.09687400389686353,-0.4283051577259694,0.32046914680808947,-0.13566855008264148,-0.29950700592823837,-0.29955161457255697,-0.298833025130447,-0.29750334264579487,-0.2740932130908351,0.06896399415217397,-0.19899753950657817,-0.30032780902025025,-0.05765637307516523,-0.05770664954223282,-0.09617696100374257,-0.09537314059648554,-0.07985217777320658,-0.03386350854965565,-0.19669692552187698,-0.08810081220257208,-0.21438718226964842,-0.6665100775762944,-0.6974880461215218,0.31593832928017074,0.8229578155830448,0.8236561447550301,-0.8236561447550301,-0.40268688464131697,1.0,0.1689877889704485,-0.19839657087969226,-0.30056646582324964,0.44941503724084353,-0.10052832066465511,-0.05230750858930136,0.059534435301299725,0.04248759615563082,-0.010817337215122489,0.20851294690051986,0.09232116742806065,-0.1921864192306151,0.3672246399692204,-0.5568635498083564,-0.34541749264485344,-0.1498485355251979,-0.5009553786441265,-0.6981011946216198,-0.6168394179378784,0.5669303060055703,-0.4763294282647467,0.2633057578522028,-0.10336478322246158,-0.31499245408223764,-0.34226402728000815,0.6854504944769245,0.5947565926712377,-0.40128850899378354,-0.2912838237821722,-0.1649232289630976,0.03292174565567879,0.10424414464055852,-0.5047296072482507,0.2067874312227202,-0.1193099245432227,0.25863432609519815,-0.31499245408223764,0.6854504944769245,0.703044051486445,-0.12608456234036858,-0.15105516280217873,-0.33267208822616223,-0.1054495659798447,0.6665110687899481,,-0.3992098423509632,0.23657622494086739,-0.4016830613975746,-0.36340575074551856,-0.28846191167421104,0.8298791780728995,0.2524586512271717,0.3046598358838964,,-0.82365721462004
Contingent liabilities/Net worth,-0.11618847333414874,-0.06885535032932306,-0.11688239393337584,-0.23030669879756865,-0.23053256581902606,-0.11681023625702174,-0.05734486058422482,-0.06536503387359004,0.04681512217797397,-0.07012370287567467,0.012801818672720386,0.04918417434425356,-0.07572928577537712,0.09879995965225577,0.048983313757790484,0.10136132760440363,0.10129125530234859,0.10257905655091656,-0.036699296478726474,-0.040307120905793185,0.06658914018165865,-0.07515006941601513,-0.029682174484475167,-0.1132490802736603,-0.07612122191317691,-0.07316073545821998,-0.07330377367285029,-0.06312018725123274,0.02127994383240918,-0.10116594103514612,-0.09348729211697097,-0.06711042944918262,-0.2031678139014346,-0.16230280740073758,0.11278297396265972,0.12733036962194166,0.127799858492871,-0.127799858492871,0.1010114433708266,0.1689877889704485,1.0,-0.07608145486179117,-0.028080662700559318,0.030477663430050855,-0.025496935890272545,-0.0700720756321882,0.07174798577064075,-0.053912106857757075,-0.0762406102981871,0.021007302711689477,0.17861813198870163,-0.020874129715073297,0.06853224649505418,-0.2289773155642957,-0.14953115522165816,-0.18562405208663046,-0.21444252862135096,-0.16361225384192518,-0.19875480467039144,0.07153814526131612,-0.09264927118281785,0.07934156636146385,-0.11441787010171217,-0.14616626037213362,-0.20330367680967262,0.09544815524195509,0.16443041147727372,-0.01392531120308206,-0.0026295994544933156,-0.15218229975916184,-0.04959918980519438,0.02524691595761601,-0.2099014100280675,0.11016349622343516,-0.0495960553118481,-0.11564988376514712,-0.14616626037213362,0.09544815524195509,0.15747638259462549,-0.05393007278233961,-0.059170385191795294,-0.07563040389300696,-0.050568235607539765,0.20316456961857982,,-0.07303180902823914,0.34203972149047357,-0.032314690394764145,-0.23030756149444181,-0.06590290307118946,0.1311316881615859,0.09946238214961488,0.12170252391474813,,-0.1278009011335952
Operating profit/Paid-in capital,0.8338046395349287,0.8458641317204525,0.8252760407254972,0.4804178023173408,0.47974956345821235,0.8608540416564755,0.7220045278433035,0.7010784902204784,0.14512895486158478,0.7314116084573524,0.0008402330621061331,0.10225228069981113,0.3562399379084527,-0.09296309508104612,0.5135970024300884,0.6289762422553458,0.6288215481381536,0.6281435175141805,0.8871619757411413,0.47853085415572805,0.5485113481097922,0.9994582569347045,0.8804538313893681,0.4282787282075403,0.46683848448579446,0.4021442381486759,0.4014612862007373,0.40885388506957776,0.20238088913818378,0.585251155907079,0.40620677320948145,0.316009799998587,0.22991740192106694,0.24714363215271298,0.2386300183237523,-0.0691928011495936,-0.0683820788963487,0.0683820788963487,0.16261408378573286,-0.19839657087969226,-0.07608145486179117,1.0,0.8817291950081725,0.1602407143380268,0.4389909347889571,0.09987365368209285,-0.10486094360629358,-0.09406853774368192,-0.035187906832501135,0.35136290508965073,0.24260081351461626,0.8685595728637484,-0.1387826767924713,0.3212603996746786,0.31423272400533886,0.31671183739523595,0.24000368196239585,0.22727734334139266,0.16795128114185534,0.026729908123298084,0.383287533952828,0.04032104521012493,0.05881175788112876,0.1526620000976417,0.33692126577014314,-0.0007477539963821641,-0.126597210991191,0.7603220875205489,0.738997403481875,-0.04999824174475908,-0.1116951054807294,-0.04323232423321751,0.13734315231787148,-0.02766295443420567,0.17473927620040983,-0.14132274217442453,0.1526620000976417,-0.0007477539963821641,-0.09421324268485495,0.20245064235483407,0.1903690550123933,0.413833044787267,0.2046236144429749,-0.22991803286297244,,0.8331499415435507,0.05477185657314449,0.15588168477705477,0.48041438772668255,0.8583519237090089,-0.06141063929804974,0.26684315792756425,0.22920103586756593,,0.06838248320291
Net profit before tax/Paid-in capital,0.8920150225433721,0.9537166592824021,0.8833186461447049,0.42968333403098447,0.42724508173096476,0.7599823852977293,0.8681197895508541,0.849041110633674,0.49274695674718405,0.8435125303838351,0.0034103915592687576,0.10804855088747081,0.3563840962447822,-0.1319456866151982,0.5328567722263492,0.7443675546199482,0.7441907245609267,0.7436711284154405,0.9775566867830265,0.4650909961420548,0.4925317939905923,0.8816133051997289,0.9975642606656913,0.37523115444964594,0.39318341688009073,0.4731525707944806,0.472801652596228,0.4451999411427491,0.22093881213059452,0.6636666029894294,0.4760227864207146,0.26145741042224185,0.24888740227636807,0.29663601703548415,0.21118899857151435,-0.17348284062373737,-0.17280086319026422,0.17280086319026422,0.2553670249258878,-0.30056646582324964,-0.028080662700559318,0.8817291950081725,1.0,0.030232630098951416,0.3611650725749952,0.0776241658826099,-0.07876106656096006,-0.10885423680179228,-0.044410283617486855,0.24761757067378048,0.21651955642116294,0.7704669821884917,-0.167468487641917,0.2939804938547787,0.26444297855613835,0.21808182867933082,0.25110272512461296,0.27071582388825544,0.2182917835029013,-0.07916703098527089,0.37665235114622253,-0.010817196903015905,0.005623785047277832,0.1107449143991419,0.2797000527930337,-0.11342543373308954,-0.14714497917476882,0.8813258635613217,0.8893806029021468,-0.18422236463186709,-0.08987719917822552,-0.03806924676840033,0.1574554621274159,-0.06348769146418541,0.18802598905590223,-0.21005430089522067,0.1107449143991419,-0.11342543373308954,-0.15053614565124346,0.20837026105065454,0.19841148492190155,0.38501545568426326,0.20760104488285702,-0.24888767099129844,,0.9512569906359598,0.09503943292575649,0.19689464154365177,0.4296753883337308,0.9621427738575011,-0.1654905118725442,0.2570225295848608,0.20610499034408397,,0.17279551592475614
Inventory and accounts receivable/Net value,-0.08799679366181926,-0.03555676309815963,-0.09287868617758234,-0.2565373379894585,-0.25726726299617125,-0.07495650355490577,-0.1967458737439562,-0.20389268077297937,-0.21373203348433548,-0.17916449957459007,0.05450346212758433,-0.01638520481860404,-0.4238974282159127,0.16283395159315792,0.11349036816899474,-0.10250580248567931,-0.10253531463131954,-0.1020380894703624,0.03187658312909267,-0.18238513138839232,0.561948194296714,0.15948642143555375,0.03258201279381672,0.09314636883417507,0.08999518139944654,0.046224564868738445,0.046544489006030185,0.05882041346024694,0.015044811223545125,0.050212775188064517,0.04142471445300485,-0.134182063449095,-0.23590861190043438,-0.35838790285659666,0.18707799541594392,0.6674664161044161,0.668349669205148,-0.668349669205148,0.08949338405942309,0.44941503724084353,0.030477663430050855,0.1602407143380268,0.030232630098951416,1.0,0.5288653137091306,-0.15134080866968008,0.15566534704252463,0.04163148230391516,-0.04115416658481219,0.6907406186554715,0.3923279168946895,0.1110508344272698,-0.19428289783152602,0.07552481622641487,0.25161746763112125,0.592104821939955,-0.18120806842753892,-0.36883137488695644,-0.44554666991347724,0.7758435707662389,-0.36830013620577423,0.431187062569459,0.22450057060587955,0.2722997837386479,0.3061646890141031,0.7751964051114962,-0.01359727773455763,-0.1015576692337274,-0.0846273960036504,0.12186095399132948,-0.04121958215501675,0.047768869021920894,-0.1670841815037817,0.2239244124372926,-0.04885942816438092,-0.2656855648374911,0.2722997837386479,0.7751964051114962,0.14974349967040393,-0.020839277788542162,-0.046207977272221895,-0.24553964902100808,-0.003021707201700462,0.23591067896583107,,-0.06833792785806404,-0.05043360779038052,-0.2066159024645999,-0.2565274330838073,0.039350794588144916,0.6757565334331813,0.16095056547691752,0.16838486095884767,,-0.6683520328401009
Total Asset Turnover,0.3066010238037996,0.3332768300497906,0.2911877644359917,-0.14232589989973654,-0.14322000257728318,0.12032707709536858,0.05377858948005149,0.037327403953446955,0.019603933703121034,0.06393809091853139,0.11657918573040169,0.11720559222472712,-0.03398574722148656,-0.0008552377401735143,0.3105474606269625,0.16229744097485913,0.16229722030507304,0.1610230391146688,0.3546237226529797,0.1305247854322635,0.8678342536204199,0.4391879478705693,0.3639953908535711,0.20407951311648215,0.19838612022353025,0.18563816350505885,0.1842902146983335,0.18105109767103647,0.04106214700852109,0.279968343864162,0.18987392685197904,0.11492480232129086,0.08336842875822482,0.12211214673239913,0.07848070929319492,0.1948718866841525,0.19591210821506053,-0.19591210821506053,0.26359496785551023,-0.10052832066465511,-0.025496935890272545,0.4389909347889571,0.3611650725749952,0.5288653137091306,1.0,0.16664560558725083,-0.18211462147602664,-0.20204825705557145,0.002691871747447615,0.9146334598359782,0.46702774674983005,0.32183193364394325,-0.45889484083851545,0.3050057091710831,0.5648249041656299,0.5431430366842463,0.23797882244891044,0.1156280140014753,0.004055414316240576,0.3927755812509156,0.03366537814943995,0.12643919448777216,0.05046949927795805,0.3408851364003482,0.40101018523890924,0.3389117471272004,-0.222828700822477,0.26275687497690414,0.17525356763935088,0.31785178919161744,-0.11606214325053019,0.08699355390334734,-0.1738243713100049,0.10493931487420988,0.08171965003371055,-0.3358914691344851,0.3408851364003482,0.3389117471272004,-0.13198046601929567,0.13354843886779683,0.11656479136125221,0.09948056024657102,0.13809174679800001,-0.08336493178287405,,0.32117586359120553,-0.17270938917722306,0.11847145645171803,-0.14232470261318103,0.36688758176180997,0.1956972024025194,0.1307267298930416,0.09842876550964892,,-0.19591330280394326
Accounts Receivable Turnover,0.08406567767136165,0.08577975069367497,0.08880495187777968,-0.036269346389286736,-0.036468926230339364,0.047134139907906915,0.02688296430624823,0.030852127097940364,0.0040601236693654265,0.023875241162351964,0.10271239672209302,-0.19713026789417282,0.09061824469022116,2.354220223477362e-06,-0.02791960977645379,0.014533615142496424,0.014315869039149026,0.014242215027711723,0.0777255167115279,0.06716798137597389,0.10770837565012976,0.10035339837635754,0.0765203653569028,0.1258314941941551,0.1152601710092033,0.08697375830055355,0.08759395170305753,0.0894687568251096,-0.054059672129726274,0.03446098688421439,0.10280735921477782,0.04530184767228179,0.023032106650342683,-0.12790331288015452,-9.086035149654856e-05,-0.031374531595074896,-0.030736381510836904,0.030736381510836904,-0.002167866233048683,-0.05230750858930136,-0.0700720756321882,0.09987365368209285,0.0776241658826099,-0.15134080866968008,0.16664560558725083,1.0,-0.9654206474731035,-0.019041470555934224,0.05819565250061868,0.12136670206209313,0.22638603595259288,0.13612823959504886,0.08683086105695562,0.02789377782397307,-0.19391095092384714,0.010801136221989029,0.04814139197702214,-0.11618246604641028,0.06334093045212459,-0.06435659114080555,0.06790691849896394,0.08333432266012886,0.24489794006700433,0.013934229750322014,0.03495563792282275,-0.05607693170749618,-0.041114576551895786,0.06411573452200975,0.06331506741979619,-0.0005318594830074195,0.17263014441675703,0.304480551761123,-0.0797318060341945,-0.018391204544341178,0.044411281321669833,0.011191839693164049,0.013934229750322014,-0.05607693170749618,-0.055687159634886636,0.053214337482273555,0.054269883992396385,0.07581623923357686,0.051092277132331165,-0.023029550164921316,,0.08580741307558068,0.1456267432984752,-0.08598066294382327,-0.036265640089196284,0.09168999788432,-0.03026468766662881,-0.010984911679384054,-0.009058989897390733,,0.030742345949306846
Average Collection Days,-0.08948885280950168,-0.0896784889076399,-0.09378582314778322,0.04123254699147325,0.04143422111591122,-0.053397569049801204,-0.023885848035629424,-0.02783071725519129,0.00034520541002384405,-0.020398363003455874,-0.09702206933841878,0.18114909540501595,-0.09496326764632415,-0.006619979309537158,0.023928421242807637,-0.017406419667805473,-0.01724108092225356,-0.017182824561562574,-0.0781639202346651,-0.06702247354651238,-0.11884211177698711,-0.10540719348579948,-0.0779120966279665,-0.12912441875913322,-0.12219650885388919,-0.09188474919144467,-0.09250150743663489,-0.09449243014631216,0.04696403925321454,-0.03465994721945555,-0.10891300433441728,-0.04575470627872609,-0.03615726832417963,0.11801145875252612,-0.005038806725815156,0.03809989100632304,0.037465737141178096,-0.037465737141178096,0.006427935392772499,0.059534435301299725,0.07174798577064075,-0.10486094360629358,-0.07876106656096006,0.15566534704252463,-0.18211462147602664,-0.9654206474731035,1.0,0.028040803907264187,-0.050948903967996284,-0.13496667233786447,-0.22821245474934057,-0.14250454309655325,-0.07607772537792819,-0.038307340229281346,0.19315840627489825,-0.009061015269653626,-0.05716813080297687,0.10344937256915296,-0.07019192777311291,0.07189943875429798,-0.07196998758211033,-0.0855558494699718,-0.2447938285434137,-0.005394479807404944,-0.04058172400057127,0.06340812392128382,0.03755847211141711,-0.06755530236504859,-0.06342312005742935,-0.008147321116243689,-0.158759673936782,-0.29746447896965944,0.08204378829117291,0.01707924800595315,-0.04331908763754786,-0.01806515558097946,-0.005394479807404944,0.06340812392128382,0.04985796888336198,-0.05212353878305277,-0.05441115829849703,-0.07772857399515702,-0.048423419177428303,0.03615471157003054,,-0.08944292680909381,-0.1332924010531534,0.08765833587021307,0.04122963334014491,-0.09326124592450252,0.03705323014351989,0.0057794180160230454,0.0032122355255676466,,-0.03747219499496237
Inventory Turnover Rate (times),-0.09708371096978095,-0.08762121210052605,-0.08762918210497903,0.130991827249215,0.1319490617665071,-0.010498496971466844,-0.033569225391721635,-0.025346147925912853,-0.07346859058951394,-0.027667979993210752,-0.06939264917996646,-0.06640468602940296,-0.04134219001280508,0.02582944168216458,-0.09512408960246824,-0.10049570972186783,-0.10061865341418948,-0.10053761003082862,-0.10074781987018958,-0.07998333262523805,-0.2049891236823827,-0.09393030419928879,-0.10976731690252152,-0.022818007831039152,-0.039674428002646894,-0.03957945017115405,-0.040068536058575265,-0.03165736819448935,-0.0088117966812333,-0.055539019029556734,-0.03322264582182142,-0.05605181473898737,0.03309500032272229,-0.08969028291167803,-0.012786328212344206,-0.02618098069517876,-0.025320443271664102,0.025320443271664102,-0.049172383824527904,0.04248759615563082,-0.053912106857757075,-0.09406853774368192,-0.10885423680179228,0.04163148230391516,-0.20204825705557145,-0.019041470555934224,0.028040803907264187,1.0,-0.023517743517081295,-0.17949014005383282,-0.14824820669698907,-0.08209712613867738,0.0430042078335325,0.02956920060516236,-0.14349112563854413,0.017367649075969417,-0.05414737171758759,-0.08827190615722687,-0.03022128299983332,-0.032334706177119935,-0.0461780765893635,0.11561882189644304,0.2682923413470819,-0.011996490200783328,0.02476127863898771,-0.030796658233662982,0.008836113814179767,-0.08042421788336274,-0.09189113882457668,0.05280038510573333,0.04217537256712323,-0.007744565539669825,0.13044840592213724,0.0058010521590938805,-0.005167164375943161,0.052843385547016855,-0.011996490200783328,-0.030796658233662982,0.010949817322895291,-0.015024911070007075,-0.007289931847740152,-0.058965181008030776,-0.018093268907022973,-0.033095050032539854,,-0.08710807883109707,-0.10601841113730932,-0.11033120705673037,0.13099283866811529,-0.09177140214241095,-0.025482282855047764,-0.02539003605392794,-0.0179686897259276,,0.02532568711067371
Fixed Assets Turnover Frequency,-0.03233776482144357,-0.049632522446204135,-0.03445386425383577,-0.07684360696246861,-0.07755876740077462,-0.09288088099265683,-0.1012187769123734,-0.09436267332784178,-0.07461737457738782,-0.09911819521864293,0.06656764624416893,-0.03605226250141148,-0.03973400846325475,-0.016751310313864395,-0.09488161131721586,-0.010913664692852303,-0.010984996267725318,-0.011407117350184275,-0.042279171550647435,-0.02421415404794966,0.0032678960416376813,-0.03494207422579174,-0.04268681818118542,0.007060140984320334,-0.012066891284070506,-0.025300171789441373,-0.023692950513582296,-0.020887998784156033,-0.07672387251012236,-0.0024409153474111997,0.0005384053806244842,-0.020897980491009965,-0.020769092406346293,0.01853796012595844,-0.1071117475311521,0.047794028346347994,0.04679825441151084,-0.04679825441151084,0.12213341762993955,-0.010817337215122489,-0.0762406102981871,-0.035187906832501135,-0.044410283617486855,-0.04115416658481219,0.002691871747447615,0.05819565250061868,-0.050948903967996284,-0.023517743517081295,1.0,0.001513379471104766,0.1044326799221655,0.007409473596448237,-0.06099679714317976,0.020423567774019324,0.07542192075387412,0.05282135946121946,0.0895284707587145,0.019799043406220785,0.07878750633113556,0.027660699847498377,-0.048269579819433805,-0.14613434127206892,-0.12402845261354326,0.054409479714594346,0.05885816407654629,0.03191892722423981,-0.007483557672491637,-0.05759456034775529,-0.06795717049313463,0.01679967285230126,0.07388647233882889,0.004854114182356551,-0.041067979641992464,-0.04559594153158242,0.02724218269558539,-0.12158581391278922,0.054409479714594346,0.03191892722423981,-0.0217193810175908,0.03461348405098465,0.031320461081086784,-0.03526343869983076,0.03675880394003704,0.020771763519899653,,-0.052207649021583806,0.009894097454026134,0.01968993158452922,-0.07683405480156247,-0.04135678734619966,0.04500366900412176,-0.1225299968607062,-0.11207962258666175,,-0.04678605197820364
Net Worth Turnover Rate (times),0.17727145199897903,0.199235933139681,0.16305254292106516,-0.25558253542986914,-0.2564833846009446,0.01845047200054298,-0.07264135342262082,-0.08659698730287298,-0.07994596373194034,-0.058985164535656213,0.12542874034188095,0.07456934896759033,-0.18857587288926556,0.0995790371610763,0.2554010828813495,0.03946602972775611,0.03938465731782592,0.03820141765475293,0.2420493880710248,0.04915171359798152,0.8763163014921604,0.35140646010825793,0.2514197592617099,0.18694203514366634,0.18611969682615145,0.16776357625449093,0.1666878220435671,0.1688729087812444,0.009057904878718565,0.2265540045723034,0.1728391584880247,0.05787261369683473,-0.1815150688070954,-0.1467650254810995,0.1667905624900821,0.5181730022083961,0.519028520637136,-0.519028520637136,0.1173095393057348,0.20851294690051986,0.021007302711689477,0.35136290508965073,0.24761757067378048,0.6907406186554715,0.9146334598359782,0.12136670206209313,-0.13496667233786447,-0.17949014005383282,0.001513379471104766,1.0,0.47025151025036993,0.23302782913075948,-0.3464493226207485,0.08056792490552007,0.4429102246555247,0.4887844319570312,0.06536864850504866,-0.1468850183684739,-0.2205330347465618,0.6298100868812485,-0.13650550250759866,0.189296572702046,-0.02416668642170072,0.24986166707100307,0.25927170685809814,0.6151842430851463,-0.04687403372783646,0.10139556547198336,0.06455177215944224,0.26153735547096457,-0.10025373535632448,0.11499350975793804,-0.360264508286112,0.17661244827330227,0.042146353298866034,-0.25586840552579104,0.24986166707100307,0.6151842430851463,0.07939167431384277,0.0891154506907733,0.0626208672678137,-0.011033725652354632,0.10371187832020508,0.1815185822443797,,0.16837454718492903,-0.0928000746624291,-0.0278743627377283,-0.25558206973089187,0.26547806146647845,0.5163049202430962,0.19122916279908733,0.179660044030551,,-0.5190307045642591
Revenue per person,0.04662605043869023,0.1432686862103174,0.037784159612338684,-0.3137113355164081,-0.31410831865245237,0.0458157818096448,0.03301869200922712,0.020637328009095204,0.0345248714273125,0.02494686681655317,0.16454928293721122,-0.08397938461980714,-0.07922490825177524,0.026960743340292383,0.18575228136996483,0.21352675222087597,0.21381075273594008,0.2141117250887727,0.2044347554930427,0.03730916327150269,0.5267690707679851,0.24341363072335373,0.21419098812797593,0.026291634456056357,0.0712738450588707,0.03676720943487941,0.03816963937244577,0.04359382417047353,0.0033258395387100975,0.048388824558769465,0.017289957962428208,8.947607433944983e-05,-0.017862008463930608,-0.0663489107463972,0.11659119857781229,0.2338995699608126,0.2331292666331875,-0.2331292666331875,0.41747555687223936,0.09232116742806065,0.17861813198870163,0.24260081351461626,0.21651955642116294,0.3923279168946895,0.46702774674983005,0.22638603595259288,-0.22821245474934057,-0.14824820669698907,0.1044326799221655,0.47025151025036993,1.0,0.46991792212278793,0.06503144610604167,0.15170901347743473,0.20772157206145558,0.376917245145988,-0.011833499954143454,-0.07179679523326406,-0.12428998180252407,0.3102535615315903,-0.05311636472598726,0.14534988829022277,0.0854083351419769,0.21519393430742711,0.2753834187080555,0.29186172481334843,-0.12698049533861394,0.15988863534048808,0.1945411487043952,-0.14999059737244133,0.06453170766323911,0.10746136955947642,-0.08770223793057529,0.0796934204282104,0.017655753084745346,-0.49106893840378335,0.21519393430742711,0.29186172481334843,-0.06348858250265056,0.041021145419457256,0.03186377332957524,-0.009520875102033225,0.04705201714011313,0.017864364667001236,,0.1401454153352301,0.3218793107866424,0.03370929607621801,-0.31370796830595504,0.1878518583209835,0.2331273210629446,0.10173192777940168,0.09642575133413042,,-0.23312666232992416
Operating profit per person,0.7078100951987103,0.7479063653915403,0.701501385214957,0.4083998561916074,0.4081556934609764,0.8225563493494249,0.6860554864240763,0.6679911330711276,0.15102945172892582,0.6939240481505293,0.02841923284663166,0.0283418085387402,0.33951911315203526,-0.09712241150314468,0.46470191072437483,0.5615460069882428,0.5615794870319791,0.5610068886918665,0.7756712003816342,0.39882724571031203,0.4088291997585151,0.8688316661149902,0.7685302282356697,0.3691332273171787,0.430018914445446,0.35101262254282745,0.35130425218606437,0.35806348869924765,0.18087633686901491,0.4879496087577698,0.33802714417690993,0.26269698335188296,0.2535370644969061,0.24225758754782095,0.24691719609458646,-0.11606654106767124,-0.11498836501511543,0.11498836501511543,0.2650574782286744,-0.1921864192306151,-0.020874129715073297,0.8685595728637484,0.7704669821884917,0.1110508344272698,0.32183193364394325,0.13612823959504886,-0.14250454309655325,-0.08209712613867738,0.007409473596448237,0.23302782913075948,0.46991792212278793,1.0,0.0054159870094606065,0.32691327365519846,0.2454956917644822,0.29556179135510446,0.19017225913506816,0.223963114161375,0.15942414018127288,-0.02501612837275065,0.35666632210934707,0.02384801432875112,0.08930467546457095,0.15730582601827992,0.3334604308565203,-0.05482781158495357,-0.14700896818610293,0.6808513847586353,0.7346733019107998,-0.1809701237331043,-0.04428113877836668,-0.022132556035461458,0.19258907791958207,-0.033887393613447586,0.15838575521560783,-0.2338922870306137,0.15730582601827992,-0.05482781158495357,-0.1274640084317759,0.17510697950145052,0.16951465299215115,0.3609930930188309,0.17334868609779144,-0.25353747138901755,,0.744338787604402,0.1563529737130324,0.16762902447147343,0.40840026176138156,0.7496291040396003,-0.10817742402228407,0.2528353345098013,0.2213116694450606,,0.11498926289984802
