index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Long-term fund suitability ratio (A),0.029543675267203442,0.07621113853810477,0.030042635431261837,0.04542393723498561,0.04668526650581178,-0.0013949904711686573,0.026115242609698885,0.026952675571593237,0.04712172870450422,0.0271466185395322,0.020276788247270174,-0.08208420122133832,0.0024134596771066418,0.03519233490037414,0.0027575545897718795,0.09042664596994644,0.09050051786977238,0.09029879387512045,0.1143591193276306,-0.006798111461449521,0.14627457675156139,0.09236495854304637,0.10813336118319115,0.025569999131142416,0.023026763047759354,0.01277729962393274,0.013195549314741411,0.006423219990515938,-0.08241324280362217,0.0906616100184343,0.0429477173987474,-0.03435293741100798,0.22240717947409552,0.2153358394012936,-0.034106530089225026,-0.0703671071113952,-0.11228335708462174,0.11228335708462185,1.0,-0.1162467560787982,-0.000559821913119598,0.09143520072882874,0.1081979054655165,0.07737869957010515,0.1638168263974248,0.06468764434833163,-0.06042771253366451,-0.06389897113766242,-0.15297365996283133,0.10232404947241855,0.2913095455497101,0.1955376848914238,-0.11507054167533258,0.323812506122433,0.2769210540531099,0.3195530387262022,0.2825353839287536,0.21391279586812248,0.1900839581753321,-0.00038332039936859444,0.03417635797154013,-0.023333703577109063,0.047335177144176316,0.20159317357488762,0.31004134630336366,-0.013320732608408142,0.017306953383492443,0.0496427573164554,0.08902655620794374,0.0688083565250008,0.009916895129088572,-0.03380409636789165,0.19772552097496623,-0.0651376114882327,0.10248700972374364,-0.4175050298377388,0.20159317357488762,-0.013320732608408142,-0.15442070851032783,0.12476261054235376,0.1317257307337498,-0.020706804614478894,0.11153334544678417,-0.1774442251009315,,0.07406268347467097,-0.03892749292486918,0.03503982481987146,0.045424072278381945,0.07576379743203719,-0.06941951963075302,-0.049265526083615514,-0.023637085132227294,,0.15406555107572456
Borrowing dependency,-0.32299924704884986,-0.3341761317170212,-0.3223484317578939,-0.27957478177515765,-0.2790053017450764,-0.17047248751565114,-0.24719276691820435,-0.24545781025343147,-0.24741977592923048,-0.24053758429980399,0.07449857049953432,-0.08949722447911208,-0.3009429559492569,-0.06012790733987603,-0.11553130799673947,-0.2918607009512546,-0.29295760012815,-0.2928217879925177,-0.3078461070281855,-0.2833100677086249,0.1121037583292722,-0.19952262806982107,-0.3103294109137821,-0.023432551483283038,-0.07798958040927483,-0.13723218498938483,-0.13841910666759452,-0.12179735012973966,-0.048335419042870816,-0.17789978636123585,-0.1368329892025725,-0.2656934236112596,-0.4090355283895904,-0.4007111769471432,0.13568204050176214,0.8578014573622531,0.7869912569514278,-0.786991256951428,-0.1162467560787982,1.0,0.1402240703348979,-0.19871436603474263,-0.3046740842336405,0.5808460083934371,-0.03352261862753666,0.1183561979031326,0.02851098721628764,0.009056758828583457,0.10267331408155576,0.25884473631675703,0.1665120456730001,-0.0520462567792136,0.2636898433176872,-0.4791922485171836,-0.23826994911709481,-0.034479820629800206,-0.3521907977155602,-0.4085897954627628,-0.19636402864920013,0.5967307981998626,-0.3268150718763903,0.11795120458984054,0.018805889516975757,-0.159217714412892,-0.3469665453844623,0.7691158611819882,-0.030843349839341814,-0.33432933482115695,-0.25629488335842865,-0.050286371803363136,0.065584604393018,0.1470219070540496,-0.29403891824071604,0.07773269909358752,-0.07751381720357416,0.18367111786994167,-0.159217714412892,0.7691158611819882,0.6197312697560445,-0.11033858832708185,-0.10287855775136581,-0.3179923062160881,-0.1147669719544921,0.5496524131414924,,-0.37256470374313394,0.08428684423695712,-0.18709895388208447,-0.27957741767827454,-0.41504197874401827,0.8752487404579442,0.14636893561633088,0.07644118518976313,,-0.4794439322099147
Contingent liabilities/Net worth,-0.11132444302394093,-0.0799181844831436,-0.11178161561364124,-0.18609703592809054,-0.18627131416789833,-0.03956102438803148,-0.028613399644128984,-0.03125751566457729,0.01003620387203414,-0.039311096207636044,0.08350133414447045,-0.021304013367563147,-0.07957269160452254,0.0002681064445005972,0.020242182270170144,0.006504012275949626,0.005752182686642353,0.006102825361952413,-0.08356617087284741,-0.04960879204310272,0.0479318346437598,-0.11316180980542649,-0.07911807481917837,-0.08021823540477638,-0.05948772191707461,-0.056872150943176526,-0.04809714209763556,-0.054099050126212425,0.01880072277311874,-0.10240635512399564,-0.10068518690802673,-0.034705156765964466,-0.17028050099021277,-0.15118796884241914,0.06072515150119502,0.11345393644579603,0.12632152033292307,-0.12632152033292335,-0.000559821913119598,0.1402240703348979,1.0,-0.11308746215021492,-0.07541027253107346,0.0216642919878796,-0.01709346918808635,0.01789743397236057,0.043504644567866055,-0.04992920266717064,-0.06072386038515901,0.027865659170560046,0.09618167349788856,-0.05929872526360428,0.06089902498262565,-0.20992118883399846,-0.11681404801783238,-0.15846993511677002,-0.17613915675124783,-0.14886104638389566,-0.1050446004814861,0.06446533032612056,-0.08998901776762327,0.010910040088255312,0.007984284258378941,-0.1010069455411991,-0.1770549882498075,0.08572491571746972,-0.005979823671451034,-0.02768080431348826,-0.005737462436573789,-0.0975931205772035,0.06367042425175307,0.0746056897797155,-0.15991274742189432,0.053262453884711174,-0.015390238277752284,-0.11048293259103631,-0.1010069455411991,0.08572491571746972,0.12254254942877842,-0.04575643480746103,-0.041516192637533963,-0.058294653230925766,-0.0502520183073892,0.15904883569826983,,-0.08408847973684175,0.08745710158251004,-0.0038120119973838484,-0.18609553862205439,-0.09717650055598677,0.11783032043552041,0.02282040254469586,0.05198050694827712,,-0.1183166179630801
Operating profit/Paid-in capital,0.7822838401996328,0.7668154046368585,0.7635020414077448,0.38597557437087404,0.3844895253026221,0.5825507454740435,0.49710376539942086,0.48288017904401637,0.0910116918795721,0.49816475100981183,0.09210021038468527,0.08229848169303407,0.3264481025554421,0.014419941123263303,0.2525558901005026,0.6351348502602592,0.6349803087617338,0.6348220516511621,0.8792916300648905,0.49071719626486787,0.43811206048158235,0.9985868275595223,0.8753393059941258,0.13441240709278635,0.2649447826434377,0.24639018470524796,0.24640959633382434,0.26442316822950507,-0.03280506407869113,0.38661763004007277,0.42212489313954926,0.26978386598960136,0.11376613579736532,0.1271122309012161,0.008377323930312017,-0.11518855845900627,-0.0903031656430737,0.09030316564307375,0.09143520072882874,-0.19871436603474263,-0.11308746215021492,1.0,0.8828921071253948,0.07626289317597502,0.34574548375754555,0.03968680161956201,-0.14717505724656374,-0.04717448049371621,-0.15250220956718022,0.20204123102654234,0.19221137098831184,0.5918514364298433,-0.10029900577969651,0.3233393582384881,0.3012999610287253,0.30795812463236166,0.2615045033380181,0.11133490777465532,0.06607588817885969,-0.013174532192936721,0.3683288540581051,-0.010404119766566036,-0.01177634649247144,0.1419212234658143,0.3355655608144771,-0.06254219062071782,0.017735461567695673,0.6293539432855129,0.5806763263880153,-0.10122418605989582,0.004698009690528999,0.013350634458287273,0.024311665647037746,-0.02960633585732799,0.1583236083914921,-0.14423769418546228,0.1419212234658143,-0.06254219062071782,-0.10814441586327352,0.24856858277470972,0.194933771653234,0.40348567227931464,0.2490970123732988,-0.2489931441714668,,0.7352970244035145,-0.007443640192528369,0.03858733234274436,0.3859791965650927,0.6879574092764923,-0.1038231873910991,-0.054562723850576283,0.03376256708192921,,0.012517156989700762
Net profit before tax/Paid-in capital,0.8489221059505052,0.8683792953129132,0.8324959113791014,0.3522600530389387,0.3487394475455294,0.5368711349779912,0.618120327466618,0.6046916940181156,0.42732488414819514,0.5994307926429053,0.10385354509604384,0.07768904523095442,0.3107085658349469,0.03799927768169017,0.2621836764907092,0.7478753418496649,0.7475969048660851,0.7474051785970268,0.9785964069548686,0.4733903622891771,0.3841123223711677,0.8814162887689891,0.9895776820780863,0.11984549077040235,0.2514946246076953,0.3071949595082468,0.3089798923924579,0.3167490695536124,-0.009423084517256389,0.4285247625582466,0.48823563439811085,0.2361616617639097,0.12295698091399924,0.15018997963875794,0.0061110051379851685,-0.22144252578713725,-0.19103244662946828,0.19103244662946836,0.1081979054655165,-0.3046740842336405,-0.07541027253107346,0.8828921071253948,1.0,-0.03711415303217058,0.2699339172754787,0.027055597252865618,-0.1157072975025515,-0.08334828084956589,-0.16773230517871818,0.11759233614674149,0.16770716728157564,0.5366462367754926,-0.11559395859895837,0.2856029791528659,0.24156177265007658,0.19716448696023997,0.2462464669224159,0.13362670054984832,0.06934869986039846,-0.11523661790868081,0.3412919403502397,-0.030821410333249255,-0.0011071512841249339,0.09649883403974159,0.28229389810486677,-0.16514607869126405,0.01750181255401132,0.7249782029098574,0.7526151309879253,-0.22594310261070413,0.012298765277673866,-0.011528369284113233,0.04944827596575061,-0.04988476128120874,0.1695533906386373,-0.19640866507062574,0.09649883403974159,-0.16514607869126405,-0.16812616971103195,0.24120427233219432,0.18102875225359077,0.37161397221687476,0.24242131716713464,-0.25969538417569393,,0.8463794288052141,0.029495374161046608,0.07199405944392977,0.3522620008344686,0.7939988768564049,-0.2094399481702939,-0.06364164517371282,0.040575671854976854,,0.0746025099352067
Inventory and accounts receivable/Net value,-0.15224051533998034,-0.09810519806713115,-0.15276460442319295,-0.233084195085772,-0.2333114264032188,0.006802969399284477,-0.05698518156802494,-0.05544223325798276,-0.15240691308452267,-0.051149663357934756,0.15317316238278098,-0.05765920355913148,-0.32280034433348215,-0.03152500723739633,0.06427204137943607,-0.12993422591643122,-0.13055855704498917,-0.13051256766349095,-0.04452454548081765,-0.2551901725301422,0.49434208823639675,0.07459849716772674,-0.03840523236738553,0.03947323686848103,0.030686594774204472,-0.02838455708334148,-0.029122775651407487,-0.011767086358489859,-0.07065479262196599,0.00454592484121,0.003802312596865935,-0.25111140489105155,-0.2769892061102884,-0.3220595388493871,0.07434049886197795,0.72469727045096,0.6811744984800308,-0.6811744984800309,0.07737869957010515,0.5808460083934371,0.0216642919878796,0.07626289317597502,-0.03711415303217058,1.0,0.4357954803112466,0.1001202301853245,0.06092283581834086,-0.007014130898461498,-0.21434174116982685,0.6189767474305334,0.43139957777469945,0.18024429046702434,0.010234038686991924,-0.008697091015954084,0.17966613440623014,0.5708885220550081,-0.21819347383668197,-0.33412170461239804,-0.2055579025235051,0.7890747745554074,-0.2942464577914676,0.15628636850840508,-0.046890101480521404,0.2873977027610722,0.2437527101221207,0.8262343414240705,0.0301038119658985,-0.1129037915370579,-0.10002838092195623,0.03643191932654575,0.05342714495512916,0.17476324183178923,-0.09234918255924922,0.11882226096629439,-0.04503984604234447,-0.2990835745693318,0.2873977027610722,0.8262343414240705,0.13182743055829935,-0.04637871085878017,-0.07122594641662737,-0.2957711493563208,-0.030259289486311222,0.12783083785285865,,-0.11980985354787232,-0.06874043084640374,-0.18468286748346965,-0.23308003982193087,-0.11119931035671593,0.7421360131984781,0.03587746976942862,0.03877228724455074,,-0.44002905209423354
Total Asset Turnover,0.22602522934924876,0.24275611630782284,0.20889044804884657,-0.1815756300097049,-0.1823380403061352,0.158833173258961,0.13196821798416883,0.1315817825754017,-0.01899217846576073,0.14061366687407992,0.2179272538601119,0.018419795252806275,-0.07948173970904118,0.004364882511282736,0.21861196850531522,0.10027915373137485,0.10031793158921047,0.09976258344751514,0.2580817790218115,0.07369235557033695,0.8402764352891514,0.34591490250267587,0.2749762774487114,0.06957698299139882,0.13122662799174542,0.10215655875350478,0.10231252450700304,0.111584982716968,-0.08339405542304565,0.2170044932927581,0.19293427380818734,0.045720230789111624,-0.09742495260526628,-0.09704105443050219,-0.004615041100529087,0.20746043376012138,0.24625034868773693,-0.24625034868773704,0.1638168263974248,-0.03352261862753666,-0.01709346918808635,0.34574548375754555,0.2699339172754787,0.4357954803112466,1.0,0.025459948912103108,-0.2577899591349173,-0.1556640552287492,-0.32027486886385303,0.8784273870789506,0.4331482733800722,0.14819680835167695,-0.28583213064210683,0.22577535647672642,0.4908510128617496,0.5135019793247945,0.11989352190197707,-0.09770894993799377,-0.13005750427217164,0.4000893524129386,-0.023863461015572168,-0.005759509579732148,-0.010353175749114993,0.3267223957349877,0.35530430960397646,0.2998912086344815,0.01010100416261128,0.1713693828214248,0.06070281807442707,0.2079866175969127,0.3587352205569625,0.2699460521802534,-0.2445499066091029,0.053636464229117865,0.04786830700586157,-0.3426841021258017,0.3267223957349877,0.2998912086344815,-0.1002015758918829,0.11693297794000987,0.05443666368195978,0.04032362327394449,0.13678104607572245,-0.09895265406559721,,0.22209478943424013,-0.07581043056703055,0.05429220211490129,-0.18157315709746066,0.21842865661807487,0.21193971490559735,-0.027368652041697174,0.02173263918371903,,-0.2330654500861593
Accounts Receivable Turnover,-0.001421856947275939,0.010019982755056828,0.003826586040451453,0.054841292760287305,0.05500787804871095,-0.03320349675751637,-0.00781426883155543,-0.0034457370944639245,0.008814276928984547,-0.00453047663970996,0.019218870395008015,-0.14517365872302745,0.0019483207896844542,-0.0053397258006767255,-0.033966500923890273,-0.010055396316373031,-0.010770563665370984,-0.010912385763609584,0.03375589045193621,-0.013405932808713975,0.042216622387665534,0.042802914914364894,0.027182128805515553,0.06250008615619036,0.010794921885206,0.0012972232007325449,0.0001724371501892463,0.025095506293748262,-0.05578948491543223,0.05246781632641394,0.03704633841670393,-0.027783909785477044,-0.014597324457963606,-0.05622280218270589,0.027688493157008335,0.11565583662612179,0.06664971440914796,-0.06664971440914819,0.06468764434833163,0.1183561979031326,0.01789743397236057,0.03968680161956201,0.027055597252865618,0.1001202301853245,0.025459948912103108,1.0,-0.29055524137268035,-0.05515323129867214,-0.0002540949616975722,0.051463804181966374,0.23685689748296554,0.23328429753500007,0.3158755847250942,-0.032186712404133844,-0.19639198944043873,0.01962133909517485,-0.019961715702267423,-0.051351136166498876,0.03338506341911812,0.07283934483876771,-0.016459335566888333,0.07737435850349941,0.033210346353915975,0.00957561421078792,-0.008037759431358137,0.11611479730721619,0.010273523033574396,-0.012974765441279104,0.06639856284022085,0.012711559746576253,0.07602068833852527,0.06527373518749556,0.06594636126707772,-0.025881878543439117,0.01366742273004711,0.017475782046691778,0.00957561421078792,0.11611479730721619,-0.0063911649770754695,0.010348213810036064,0.009144075901963734,-0.01520249268203598,0.013397829677352887,0.10691062385036901,,0.00976742049925629,0.08164438229033971,-0.10965995962727962,0.05483944890365737,0.02063004259181849,0.10873635146168453,-0.014453920963283181,-0.0020250344790204724,,-0.012850580714895064
Average Collection Days,-0.1365367940630072,-0.12886319017041017,-0.13801511696177518,0.012602007843617015,0.013092129722945793,-0.13491725679672958,-0.09702195416842213,-0.10207865054581236,0.005007497056779722,-0.10021463805151377,-0.10539415997356148,0.10649967738352502,-0.1001088817970214,0.01979981388259859,0.01786778912840301,-0.03472969286242652,-0.03477918130666825,-0.03465408006705867,-0.1212787223860635,-0.06913139675324173,-0.18151488425348172,-0.14872094473505962,-0.111434037828168,-0.09683923566540165,-0.0846259942156816,-0.0654680754155506,-0.06734523193028799,-0.09616360662628058,0.026155586927631622,-0.062447647691610306,-0.15263889288145596,-0.03658449977940688,-0.06642143499326066,0.0015012759380808607,-0.013866370610797568,0.005729508725892407,0.027994247319124928,-0.027994247319124883,-0.06042771253366451,0.02851098721628764,0.043504644567866055,-0.14717505724656374,-0.1157072975025515,0.06092283581834086,-0.2577899591349173,-0.29055524137268035,1.0,0.03803567360097982,0.019765434275506696,-0.19141811015044896,-0.20140547529585331,-0.1834974223751256,-0.12185923187977846,-0.053153334651173514,0.1562103019436972,-0.013016917440414201,-0.1336799769188925,-0.01028313019115398,-0.06534793122312722,0.047858190423160904,-0.08199385701583486,-0.07443924131820474,0.02770102019554962,0.036378888961455885,-0.032709643006069065,0.01867994068006277,0.01792244267067083,-0.06766911545949204,-0.0692103857500358,-0.018925046177677426,-0.2599209496693233,-0.30008901444733266,0.04905120860474249,0.03255942401961877,-0.06092769873514046,-0.0663637686690449,0.036378888961455885,0.01867994068006277,-0.015919783792707042,-0.08469369091548638,-0.07642017373495164,-0.08048394965201605,-0.07801501750167934,-0.01195624568513779,,-0.127480536188145,-0.13468612480870742,0.049022467716477496,0.012600987299144486,-0.10994361674842867,0.005618650556526336,0.025475812430582816,-0.014705856853432939,,-0.04236198022226276
Inventory Turnover Rate (times),-0.06232743558368591,-0.05569368209758085,-0.05302763942181139,0.06895925895964712,0.06837200549028016,-0.002191155326674306,-0.02168522164173005,-0.01904133621332096,-0.05315545104618922,-0.015212504850641588,-0.13244034607033225,-0.00015489634021863992,-0.02405113364719865,0.008151871982821093,-0.07027909394506329,-0.08484006987973,-0.08485696739979418,-0.08500164738208649,-0.07612676592197917,-0.04890025128784828,-0.16807055663301412,-0.047291272027195956,-0.08754222234305786,-0.012133155081505063,-0.04614763946181676,-0.0408982766018494,-0.03952871994773159,-0.032537344787204166,0.02182692312190138,-0.034693505782698496,-0.0365847527783367,-0.023330205089562,0.04261409572265307,-0.03240735651490981,-0.011448722967666372,-0.04162850063458458,-0.03562756617405052,0.03562756617405063,-0.06389897113766242,0.009056758828583457,-0.04992920266717064,-0.04717448049371621,-0.08334828084956589,-0.007014130898461498,-0.1556640552287492,-0.05515323129867214,0.03803567360097982,1.0,0.033240202295611476,-0.14572527379997718,-0.18968899883994217,-0.0908522158178551,-0.056455189790522435,0.05919052602411613,-0.10439219472918103,0.017266485096289804,-0.025739498816487356,-0.029312313304732947,-0.011815234331587229,-0.05649335402187237,-0.011628338822610284,0.05719242850276419,-0.06234184447699233,-0.025104013514432772,0.027903912785235567,-0.05184580267983817,0.008732723661810446,-0.05022232770167988,-0.11330579539876864,0.06546189634027387,-0.16994458671177082,-0.0012883517442456186,0.023522211384267605,0.01726950529472247,-0.012254051110088855,0.07445226506104435,-0.025104013514432772,-0.05184580267983817,0.018305093041956887,-0.01875566628324481,-0.0028444970819728843,-0.03347524491400108,-0.02346490252257304,-0.05486835232898942,,-0.053969801125561635,-0.06625762394509402,-0.009958616592627161,0.06896066759156842,-0.05116350908988907,-0.04063010694882194,0.02171594022856469,0.00010302309660733181,,0.013344513859440316
Fixed Assets Turnover Frequency,-0.0747372838175756,-0.15369875254730073,-0.06901422513598426,0.0018629578636459943,0.002088274560214061,-0.06954051885490058,-0.10438177745044339,-0.1016276396675588,-0.08661134454847139,-0.09745420265085723,-0.05864836441112438,0.021653922090421798,0.06911057067829382,-0.03565616591935361,-0.1519697835079558,-0.09954454767588064,-0.0998572753762874,-0.09994579726584336,-0.15787613997929284,0.009787840628560399,-0.24713032759952347,-0.15312871583950535,-0.16735846197514948,-0.0005100846665184722,-0.04453335988096531,-0.03390779686417542,-0.028531467791151236,-0.02012965664408763,-0.004590913001422067,-0.08294749807694156,-0.055338681155999866,0.012248451854350518,-0.05844873565178692,-0.039047552842092714,0.023913853632922782,-0.012226571710021068,-0.0050921654902700625,0.005092165490270166,-0.15297365996283133,0.10267331408155576,-0.06072386038515901,-0.15250220956718022,-0.16773230517871818,-0.21434174116982685,-0.32027486886385303,-0.0002540949616975722,0.019765434275506696,0.033240202295611476,1.0,-0.2373801991350608,-0.1733136859907681,-0.11853018812832622,0.24254658943131605,-0.27694099828728574,-0.32886301104106813,-0.387308965685989,-0.11971550424486238,-0.04145875201028587,0.013920107093514865,-0.15813962792165753,0.010969779779800341,-0.005237503603082717,0.013768587971488546,-0.2874039145131773,-0.3164728449544447,-0.09576031106352531,-0.02666511610685728,-0.1431047867350139,-0.09690099008049641,-0.13986021910494856,-0.04024432811760469,-0.05057254197183097,-0.050398694537811185,-0.022622905669011276,-0.02489667670894349,0.5190280716878736,-0.2874039145131773,-0.09576031106352531,0.20444002721738008,-0.05420082602238449,-0.03975537791204276,0.017192231764921812,-0.05163230544960484,0.21148645114234446,,-0.15579313057997657,0.11327273695288446,-0.017290380734623058,0.001864422109031487,-0.14152063396203038,-0.01247503396537964,0.062295509778155754,0.012262168749572866,,0.03105218599252781
Net Worth Turnover Rate (times),0.043193370209506914,0.0642548178004745,0.029905534751419462,-0.2563505755233557,-0.25685142217472784,0.04656570802703553,0.023003809087390213,0.025047693142116533,-0.05531653758135417,0.030658767840062922,0.21520711448106103,-0.020694318474180007,-0.17248639503725402,-0.002619999916940776,0.16432435594915437,-0.022449588463196044,-0.022777678478902903,-0.023191876059946073,0.10329728408542854,-0.018692464806480076,0.8539774774161651,0.20183302459445132,0.12076386572869094,0.05153697695495146,0.09168602441687504,0.05865644066980484,0.05862711468529953,0.0669723523295441,-0.09964621322180774,0.1725423534492691,0.12280801360856035,-0.027524670445761932,-0.21922790329914077,-0.20939840766530418,0.04166813016191402,0.5282689101820769,0.5084650553537563,-0.5084650553537563,0.10232404947241855,0.25884473631675703,0.027865659170560046,0.20204123102654234,0.11759233614674149,0.6189767474305334,0.8784273870789506,0.051463804181966374,-0.19141811015044896,-0.14572527379997718,-0.2373801991350608,1.0,0.4397704129885151,0.060953191574811855,-0.19076369507027838,0.005251389322806077,0.37501841947622905,0.4402895242553959,-0.010728608842997766,-0.2026182932848129,-0.17782687056608967,0.5954003909950156,-0.14024247540529047,0.028399167342105427,-0.019641848181915975,0.2359267055206529,0.20744902065063028,0.5757293803512185,-0.0035935273085470525,0.005064170321234728,-0.048025009691672914,0.1662501693267023,0.32757714095846674,0.26464840615987084,-0.28302159993265785,0.061556349550188086,0.015994398239403528,-0.26294059607729414,0.2359267055206529,0.5757293803512185,0.0824985794072603,0.061776521683681695,-0.0001769248314077467,-0.07167667814284036,0.09418040344273179,0.1077597606489502,,0.037145604725425115,-0.04735970407567782,-0.007240649591066667,-0.25634948715918493,0.06245944472408615,0.5152859022194218,0.028843985538236003,0.04785651104010585,,-0.344449528131183
Revenue per person,0.020422713862815634,0.08744812239225153,0.01850545141928031,-0.2127180394925721,-0.21277086111196925,0.0891653909605316,0.06741416336046484,0.06921511942220307,-0.017413634701846196,0.07278728296139826,0.2440027936113895,-0.1252764311633253,-0.07998582687058078,-0.0012021032852286941,0.08154765071152667,0.17077683708996513,0.17071696186755006,0.1706778592105643,0.16184523689327793,-0.02877026170021806,0.5217761941120918,0.192125484948986,0.16260588675075502,0.020870395917324543,0.03511485299643525,0.021794221961500205,0.022556744148198637,0.027250021496242317,-0.028201677741057755,0.009982805413316547,0.018174256383576042,-0.06795979205874988,-0.07831653104325613,-0.0911712467921031,0.06903917187565506,0.23453069954266528,0.24383773574207848,-0.2438377357420783,0.2913095455497101,0.1665120456730001,0.09618167349788856,0.19221137098831184,0.16770716728157564,0.43139957777469945,0.4331482733800722,0.23685689748296554,-0.20140547529585331,-0.18968899883994217,-0.1733136859907681,0.4397704129885151,1.0,0.5578484396665188,0.21332559523704714,0.10241110583218256,0.10520824444510615,0.3400847548556543,-0.03602141483179575,-0.11408612788369468,-0.04158120277436764,0.32686642140189026,-0.06096644438534976,0.08699380532688021,0.04639130006809539,0.1781718957445328,0.24393255566790226,0.29182775089865,0.023987202127852224,0.10407994146550151,0.18314473174394635,-0.16197153042788962,0.19578528279141041,0.16416390563536695,-0.025349571854661395,0.020187680668414677,-0.009567984168915368,-0.35068358442222886,0.1781718957445328,0.29182775089865,-0.013212354704060255,0.01095296169356764,-0.007514800106637666,-0.05210116178135619,0.02548350488595266,-0.012302707788925947,,0.08202154589380962,0.16501506318113246,-0.09674458538715672,-0.2127148901039479,0.1069899865750457,0.23760999223281143,-0.0004857099115754144,0.04088523849013757,,-0.16931103478428083
Operating profit per person,0.47696558475925616,0.5104142220600433,0.4786428753015635,0.27633615675626705,0.2752779369802344,0.5067300912344564,0.42861705396852295,0.42536926131388303,0.08437014303473224,0.4424513011394136,0.14403943189390245,-0.036821532066189724,0.21910830185651928,0.004471593092042347,0.14184583552356983,0.3902469295563789,0.39046613558669996,0.3905025559403913,0.5478994366232905,0.21264817397305238,0.21025687455590916,0.5916888973342066,0.5305431267116552,0.12166851165774965,0.19275882726910643,0.19000460304191635,0.19005403885557084,0.20099520792827857,0.009337650750047175,0.19208753608573903,0.24500199639580003,0.09039538872035122,0.07527895016089065,0.06724408896935469,0.0793858167685174,-0.04780905866081403,-0.036484425452338314,0.03648442545233832,0.1955376848914238,-0.0520462567792136,-0.05929872526360428,0.5918514364298433,0.5366462367754926,0.18024429046702434,0.14819680835167695,0.23328429753500007,-0.1834974223751256,-0.0908522158178551,-0.11853018812832622,0.060953191574811855,0.5578484396665188,1.0,0.14468236376620014,0.25132466139658266,0.09758528461458094,0.2882390830607849,0.1169128960019012,0.04895768487839541,0.061374641875420445,0.05656403268728283,0.23608520606014105,0.06003752382598072,0.026374547121071613,0.15114633122341806,0.2957304666999728,0.024167896212763405,0.04327286914458236,0.4544338513914896,0.5372441255138996,-0.22464347074595709,-0.011193885038970662,0.030294361696417756,0.0867257061241083,0.008038105238744826,0.10325154362732822,-0.2178539827787564,0.15114633122341806,0.024167896212763405,-0.12660382520038402,0.13411003846915645,0.12028575559169516,0.20346589754850733,0.1247075492356485,-0.175493595668349,,0.5098406056505554,0.0824263266692581,-0.07570767499065394,0.2763424971413688,0.48950039225710407,-0.034029525373169354,-0.02568952383431865,0.042238641709303054,,0.0032815699629844307
